Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
27.0,4.9,12.949934,77.699386,13.039934,77.789386,0,3,2,0,2,1.0,0,0,30
28.0,4.6,19.121999,72.908493,19.251999,73.038493,5,3,0,1,2,1.0,0,0,28
26.0,4.7,26.846156,75.8023,26.976156,75.9323,1,1,0,1,2,2.0,0,0,38
38.0,4.8,23.359033,85.325347,23.439033,85.405347,5,2,2,2,3,0.0,0,0,26
28.0,4.4,12.299524,76.64262,12.429524,76.77262,0,3,1,2,2,0.0,0,0,31
38.0,4.1,12.913041,77.683237,12.983041,77.753237,1,3,1,2,3,1.0,0,0,41
32.0,4.7,18.536562,73.896485,18.546562,73.906485,0,2,0,3,2,1.0,0,2,22
28.0,5.0,0.0,0.0,0.13,0.13,3,2,2,0,3,0.0,0,0,19
22.0,4.8,23.351489,85.324253,23.431489,85.404253,5,1,0,3,2,1.0,0,0,29
30.0,4.3,21.149569,72.772697,21.259569,72.882697,2,1,0,1,2,0.0,1,0,48
34.0,4.8,12.979166,77.640709,13.069166,77.730709,5,2,0,1,2,1.0,0,2,20
29.0,4.6,12.316967,76.603067,12.376967,76.663067,5,3,1,2,3,0.0,0,2,26
35.0,4.9,11.024839,77.007003,11.134839,77.117003,5,2,1,1,2,1.0,0,0,26
35.0,4.7,13.02978,80.208812,13.08978,80.268812,2,2,1,3,2,1.0,0,0,20
20.0,4.7,12.981615,80.231598,12.991615,80.241598,0,0,2,2,1,1.0,0,0,23
35.0,4.1,12.337978,76.616792,12.387978,76.666792,0,1,0,0,2,1.0,0,2,31
27.0,4.8,0.0,0.0,0.05,0.05,5,1,1,2,2,0.0,0,0,14
33.0,4.0,17.440827,78.393391,17.490827,78.443391,2,3,2,3,3,0.0,0,0,31
36.0,4.5,9.959778,76.296106,10.089778,76.426106,3,1,2,1,1,0.0,0,0,29
34.0,4.7,21.170096,72.789122,21.240096,72.859122,4,1,2,3,2,1.0,0,0,24
29.0,4.9,27.159795,78.04299,27.239795,78.12299,2,1,0,0,2,0.0,0,0,34
28.0,4.4,11.016298,76.972076,11.126298,77.082076,5,1,0,2,2,1.0,0,0,38
24.0,4.6,11.016298,76.972076,11.056298,77.012076,1,0,0,3,2,0.0,0,0,23
38.0,4.9,18.51421,73.838429,18.53421,73.858429,2,2,2,0,3,0.0,0,0,26
20.0,4.2,19.121999,72.908493,19.171999,72.958493,4,1,0,1,2,1.0,0,0,52
20.0,4.7,21.175975,72.795503,21.245975,72.865503,0,2,0,1,2,1.0,0,0,20
34.0,4.4,17.424114,78.347554,17.514114,78.437554,3,1,0,0,2,2.0,0,0,51
37.0,4.9,26.902328,75.794257,26.942328,75.834257,1,0,0,3,2,1.0,0,0,26
39.0,5.0,12.323225,76.630028,12.373225,76.680028,5,3,2,2,1,0.0,0,0,26
39.0,4.4,22.732225,75.874765,22.842225,75.984765,5,1,1,3,3,2.0,0,0,37
21.0,4.8,11.016298,76.972076,11.036298,76.992076,3,2,1,0,3,0.0,0,2,10
33.0,4.9,17.450851,78.379347,17.540851,78.469347,0,1,1,0,3,1.0,0,0,36
37.0,4.7,0.0,0.0,0.06,0.06,2,2,2,3,3,1.0,0,0,22
25.0,4.9,15.544419,73.755736,15.594419,73.805736,0,3,2,3,1,1.0,0,0,13
33.0,4.3,0.0,0.0,0.05,0.05,3,2,0,3,2,1.0,0,0,22
24.0,4.6,12.284747,76.625861,12.344747,76.685861,3,3,1,1,3,0.0,0,0,25
31.0,4.9,13.022394,80.242439,13.042394,80.262439,3,2,2,2,3,0.0,0,2,20
34.0,4.8,18.53408,73.89852,18.54408,73.90852,1,2,0,0,2,0.0,0,0,23
29.0,4.5,17.431477,78.40035,17.541477,78.51035,4,2,1,3,2,1.0,0,0,30
26.0,4.8,26.88842,75.800689,26.90842,75.820689,1,2,0,1,2,1.0,0,0,23
24.0,4.8,18.546258,73.904337,18.626258,73.984337,1,1,0,2,2,1.0,0,0,44
29.0,4.8,17.411028,78.329645,17.481028,78.399645,3,1,1,3,2,1.0,0,2,25
31.0,4.6,17.429585,78.392621,17.489585,78.452621,1,2,0,1,2,0.0,0,0,28
26.0,4.9,19.874733,75.353942,19.964733,75.443942,3,3,2,0,3,1.0,0,0,29
38.0,4.4,26.913726,75.75282,27.023726,75.86282,3,3,1,0,2,1.0,0,0,35
37.0,4.6,13.054347,80.257221,13.074347,80.277221,3,0,1,2,3,1.0,0,0,25
23.0,4.5,23.359033,85.325347,23.399033,85.365347,1,0,2,2,3,1.0,0,0,23
24.0,4.1,12.981615,80.231598,13.001615,80.251598,3,2,0,0,2,0.0,0,0,15
33.0,4.6,12.323194,76.630583,12.393194,76.700583,4,2,1,1,2,1.0,0,0,24
32.0,4.9,22.727021,75.884167,22.737021,75.894167,4,2,2,2,2,0.0,0,0,16
22.0,4.6,21.157735,72.768778,21.197735,72.808778,4,0,2,3,1,1.0,0,2,17
25.0,4.5,18.536562,73.896485,18.546562,73.906485,3,0,0,3,2,1.0,0,0,19
34.0,4.7,17.438263,78.397865,17.498263,78.457865,1,2,1,2,2,0.0,0,0,19
39.0,3.6,26.90519,75.810753,27.03519,75.940753,0,2,1,1,2,1.0,0,0,31
29.0,4.8,12.949934,77.699386,12.979934,77.729386,4,3,0,1,2,1.0,0,0,24
27.0,4.5,11.001852,76.976268,11.021852,76.996268,2,2,2,1,1,0.0,0,0,17
27.0,4.9,23.359407,85.325055,23.399407,85.365055,2,0,1,0,2,1.0,0,0,27
36.0,4.8,11.016298,76.972076,11.096298,77.052076,2,2,0,2,2,1.0,0,0,26
29.0,4.6,0.0,0.0,0.13,0.13,2,2,1,0,2,1.0,0,0,19
22.0,4.8,13.058616,80.264151,13.068616,80.274151,4,2,1,0,2,1.0,0,2,15
30.0,4.7,18.533811,73.899315,18.643811,74.009315,5,2,1,2,2,1.0,0,0,27
21.0,4.7,22.745536,75.893106,22.835536,75.983106,4,1,1,2,2,0.0,0,0,18
30.0,4.7,21.175104,72.804342,21.245104,72.874342,4,2,0,2,2,0.0,0,0,27
34.0,4.8,25.450329,81.834279,25.500329,81.884279,2,2,1,1,3,1.0,0,0,26
20.0,4.9,18.539299,73.897902,18.649299,74.007902,5,1,1,1,3,1.0,0,0,20
32.0,4.7,26.469003,80.316344,26.489003,80.336344,4,2,2,1,2,0.0,0,0,13
21.0,4.7,26.88842,75.800689,26.95842,75.870689,0,2,1,1,3,1.0,0,0,26
36.0,4.6,22.311358,73.164798,22.341358,73.194798,1,3,2,0,2,0.0,0,0,16
30.0,4.5,12.297954,76.665169,12.427954,76.795169,5,3,2,1,3,1.0,0,2,37
32.0,4.6,25.449659,81.839744,25.529659,81.919744,4,1,2,2,2,1.0,0,0,29
34.0,4.9,26.891191,75.802083,27.031191,75.942083,0,1,1,0,2,0.0,0,0,43
29.0,4.9,12.906229,77.596791,12.936229,77.626791,1,1,2,3,3,0.0,0,0,29
35.0,4.5,26.902908,75.792934,26.952908,75.842934,5,1,2,3,3,1.0,0,0,28
23.0,4.6,10.994136,76.963303,11.024136,76.993303,5,1,2,3,3,1.0,0,0,21
29.0,4.8,23.264015,77.408236,23.354015,77.498236,0,2,0,1,2,1.0,0,0,23
39.0,4.8,21.186608,72.794136,21.246608,72.854136,4,3,2,0,1,1.0,0,0,24
24.0,4.9,18.546258,73.904337,18.566258,73.924337,0,2,0,2,2,0.0,0,2,17
25.0,4.8,11.026117,76.944652,11.056117,76.974652,2,2,2,1,3,1.0,0,0,14
23.0,4.6,18.563934,73.915367,18.653934,74.005367,3,1,2,2,3,0.0,0,0,29
26.0,4.7,22.514688,88.393294,22.604688,88.483294,2,2,0,2,2,1.0,0,0,18
39.0,4.6,12.352058,76.60665,12.362058,76.61665,0,2,2,0,2,1.0,0,0,18
29.0,4.9,0.0,0.0,0.06,0.06,2,2,1,2,3,0.0,0,0,15
38.0,4.6,19.221315,72.862381,19.231315,72.872381,0,0,0,3,2,1.0,0,0,27
29.0,2.7,30.893081,75.821495,30.973081,75.901495,4,2,2,1,3,2.0,0,0,38
22.0,4.9,11.024839,77.007003,11.114839,77.097003,0,2,0,2,2,1.0,0,0,20
33.0,4.3,0.0,0.0,0.02,0.02,2,2,0,3,2,1.0,0,0,22
21.0,4.7,18.55144,73.804855,18.63144,73.884855,5,3,2,0,2,1.0,0,0,21
37.0,4.8,22.745536,75.893106,22.825536,75.973106,4,2,0,2,2,0.0,0,0,22
30.0,4.7,19.103249,72.846749,19.123249,72.866749,2,2,1,2,3,1.0,0,0,24
26.0,4.2,12.323994,76.626167,12.343994,76.646167,3,2,0,3,2,1.0,0,0,23
39.0,4.6,11.003008,76.97544,11.063009,77.03544,2,1,0,2,2,1.0,0,0,42
37.0,4.0,26.956431,75.776649,27.016431,75.836649,3,2,0,2,2,0.0,0,0,21
32.0,4.7,30.340722,78.060221,30.380722,78.100221,3,0,0,2,2,2.0,0,0,36
38.0,4.5,13.044694,80.26147,13.154694,80.37147,2,1,1,0,2,1.0,0,0,38
35.0,4.9,23.333017,85.3172,23.423017,85.4072,2,2,2,2,3,1.0,0,2,15
21.0,4.9,17.422819,78.449578,17.462819,78.489578,3,0,1,0,3,0.0,0,0,28
31.0,4.4,26.913726,75.75282,27.023726,75.86282,0,1,1,3,2,2.0,0,0,38
33.0,4.6,22.651847,75.881991,22.711847,75.941991,4,3,2,2,3,1.0,0,0,19
35.0,4.7,12.979096,77.640625,13.069096,77.730625,3,2,0,2,2,0.0,0,0,23
35.0,4.9,19.876994,75.372353,19.946994,75.442353,2,1,2,0,1,0.0,0,0,28
24.0,5.0,12.935662,77.61413,13.015662,77.69413,1,1,0,2,2,1.0,0,0,41
30.0,4.8,21.175975,72.795503,21.285975,72.905503,3,2,1,0,2,1.0,0,0,27
26.0,4.6,26.921411,75.793604,26.971411,75.843604,0,2,2,1,3,1.0,0,0,19
23.0,4.7,19.065838,72.832658,19.105838,72.872658,0,0,1,1,2,1.0,0,0,26
22.0,4.8,26.471529,80.313458,26.561529,80.403458,1,3,0,3,2,1.0,0,0,37
32.0,4.7,12.979166,77.640709,13.009166,77.670709,0,1,0,3,2,1.0,0,0,28
30.0,4.7,-13.044694,-80.26147,13.174694,80.39147,2,2,1,2,2,0.0,0,2,15
37.0,4.5,12.975377,77.696664,12.995377,77.716664,2,2,0,3,2,0.0,0,0,28
25.0,4.5,12.913041,77.683237,12.953041,77.723237,3,0,2,1,3,0.0,0,2,12
24.0,4.9,22.310329,73.169083,22.330329,73.189083,2,2,2,3,3,1.0,0,0,16
29.0,4.7,23.371292,85.327872,23.461292,85.417872,2,2,0,2,2,0.0,0,0,19
30.0,4.4,17.440827,78.393391,17.550827,78.503391,1,1,2,3,1,1.0,1,0,46
37.0,4.7,26.911378,75.789034,26.941378,75.819034,2,1,0,2,2,1.0,0,0,33
37.0,4.2,21.173343,72.792731,21.303343,72.922731,1,1,1,1,3,0.0,0,2,36
28.0,4.7,21.149569,72.772697,21.279569,72.902697,1,1,1,3,2,1.0,0,0,30
20.0,4.9,11.010375,76.95295,11.060375,77.00295,5,2,1,0,2,1.0,0,2,14
30.0,4.8,12.972793,80.249982,13.052793,80.329982,2,2,1,2,3,0.0,0,0,18
36.0,4.8,19.12663,72.829976,19.21663,72.919976,2,3,1,0,2,1.0,0,0,28
25.0,5.0,30.893384,75.821202,31.003384,75.931202,4,3,1,1,3,1.0,0,0,16
29.0,4.5,11.026117,76.944652,11.076117,76.994652,1,1,0,1,2,1.0,0,0,20
23.0,4.8,12.299524,76.64262,12.339524,76.68262,3,0,1,1,3,0.0,0,0,16
35.0,4.0,26.474986,80.342796,26.604986,80.472796,0,1,2,0,3,1.0,0,0,39
28.0,4.9,19.055831,72.833984,19.075831,72.853984,5,2,1,3,3,1.0,0,0,19
21.0,4.9,18.530963,73.828972,18.610963,73.908972,0,2,2,2,1,0.0,0,2,20
35.0,4.5,18.543626,73.905101,18.563626,73.925101,2,2,2,3,3,0.0,0,2,26
35.0,4.5,12.970221,77.645396,13.050221,77.725396,5,2,0,2,2,1.0,0,0,26
25.0,5.0,17.483216,78.552111,17.613216,78.682111,0,1,0,1,2,1.0,0,0,37
23.0,4.9,22.751234,75.88949,22.791234,75.92949,4,3,0,0,2,1.0,0,0,21
36.0,4.9,25.45235,81.841889,25.47235,81.861889,2,2,2,3,2,1.0,0,2,25
23.0,4.7,23.359194,85.325447,23.369194,85.335447,1,2,1,3,3,1.0,0,0,15
34.0,4.9,21.170798,72.790489,21.300798,72.920489,5,2,1,2,3,0.0,0,0,18
34.0,4.3,19.003517,72.82765,19.093517,72.91765,2,1,1,2,2,0.0,0,0,31
31.0,4.8,0.0,0.0,0.07,0.07,3,1,1,0,2,1.0,0,0,26
27.0,4.6,12.321214,76.621094,12.331214,76.631094,3,2,2,0,3,0.0,0,2,19
34.0,3.6,12.297954,76.665169,12.377954,76.745169,1,2,2,2,1,1.0,0,0,37
30.0,4.7,0.0,0.0,0.03,0.03,3,1,2,2,3,1.0,0,0,30
33.0,4.2,18.51421,73.838429,18.56421,73.888429,5,1,1,3,2,0.0,0,2,31
26.0,4.6,22.695207,75.866059,22.745207,75.916059,5,3,2,2,3,1.0,0,0,20
36.0,4.8,21.160437,72.774209,21.290437,72.904209,4,3,1,2,2,1.0,0,2,19
27.0,4.9,22.74806,75.8934,22.79806,75.9434,2,1,2,1,1,1.0,0,0,24
35.0,4.8,21.175104,72.804342,21.205104,72.834342,4,1,1,0,3,1.0,0,0,24
33.0,4.7,30.346994,78.062543,30.406994,78.122543,4,2,1,0,2,0.0,0,0,10
21.0,5.0,12.972161,77.596014,13.012161,77.636014,0,0,2,1,2,1.0,0,0,21
27.0,4.7,22.74806,75.8934,22.85806,76.0034,3,2,0,2,2,0.0,0,2,17
24.0,4.7,0.0,0.0,0.03,0.03,2,1,1,2,3,1.0,0,0,22
37.0,4.9,26.471617,80.313564,26.561617,80.403564,1,3,2,2,3,1.0,0,0,36
39.0,4.7,11.024839,77.007003,11.054839,77.037003,3,3,2,2,2,1.0,0,0,25
26.0,4.6,30.361281,78.068022,30.391281,78.098022,3,1,1,2,3,1.0,0,0,13
34.0,4.3,26.482581,80.315628,26.502581,80.335628,2,2,0,0,2,0.0,0,0,29
37.0,4.7,12.949934,77.699386,12.969934,77.719386,4,2,0,0,2,1.0,0,2,23
21.0,4.7,12.935662,77.61413,13.025662,77.70413,0,2,0,3,2,1.0,0,0,20
35.0,4.9,12.323194,76.630583,12.343194,76.650583,2,2,2,0,3,0.0,0,0,20
39.0,4.7,13.005801,80.250744,13.015801,80.260744,0,2,2,0,2,0.0,0,0,15
28.0,4.8,19.12663,72.829976,19.19663,72.899976,0,3,2,2,3,1.0,0,0,33
37.0,4.4,0.0,0.0,0.08,0.08,0,2,2,2,3,2.0,0,0,36
20.0,4.9,18.927584,72.832585,18.997584,72.902585,4,2,0,1,2,0.0,0,0,20
36.0,4.0,21.175975,72.795503,21.255975,72.875503,0,1,2,0,3,1.0,0,0,40
20.0,4.9,26.914142,75.805704,26.924142,75.815704,3,2,1,1,2,0.0,0,0,13
20.0,4.9,0.0,0.0,0.06,0.06,5,1,2,3,3,0.0,0,0,18
24.0,4.6,27.195928,77.998092,27.235928,78.038092,5,0,0,0,2,1.0,0,0,28
36.0,5.0,12.352058,76.60665,12.412058,76.66665,4,3,0,1,2,1.0,0,2,21
30.0,4.8,22.307898,73.167788,22.437898,73.297788,4,3,0,0,2,1.0,0,0,28
31.0,3.7,27.160934,78.044095,27.230934,78.114095,3,1,1,2,3,1.0,0,0,34
39.0,5.0,18.569156,73.774723,18.609156,73.814723,0,0,1,0,2,0.0,0,2,31
36.0,4.7,0.0,0.0,0.02,0.02,2,0,1,2,3,1.0,0,2,26
34.0,4.4,22.32,73.17,22.36,73.21,5,3,1,0,3,1.0,0,0,31
28.0,4.1,11.003669,76.976494,11.093669,77.066494,5,1,0,3,2,1.0,0,0,38
29.0,4.7,17.430448,78.418213,17.540448,78.528213,1,2,0,3,2,0.0,0,0,21
25.0,5.0,13.058616,80.264151,13.148616,80.354151,3,1,2,3,2,1.0,0,0,25
31.0,4.3,26.911927,75.797282,27.051927,75.937282,0,2,2,3,2,1.0,0,0,36
37.0,4.5,23.369746,85.33982,23.429746,85.39982,1,2,2,0,3,0.0,0,0,16
34.0,4.5,26.846156,75.8023,26.856156,75.8123,5,2,1,1,2,1.0,0,0,20
27.0,4.5,23.359194,85.325447,23.469194,85.435447,3,2,1,3,3,1.0,0,0,17
39.0,4.6,23.374878,85.335739,23.434878,85.395739,3,3,2,2,3,1.0,0,2,26
39.0,4.9,0.0,0.0,0.03,0.03,1,2,1,3,3,1.0,0,0,18
24.0,4.6,12.975996,80.221898,13.085996,80.331898,3,2,1,2,3,0.0,0,0,13
25.0,4.5,26.90294,75.793007,26.97294,75.863007,2,2,1,3,3,0.0,0,2,16
30.0,4.7,18.56245,73.916619,18.58245,73.936619,5,0,0,3,2,0.0,0,2,32
34.0,4.8,18.56245,73.916619,18.58245,73.936619,2,0,2,0,3,1.0,0,0,31
26.0,4.9,26.956431,75.776649,26.976431,75.796649,3,2,1,0,3,0.0,0,2,14
39.0,4.2,0.0,0.0,0.01,0.01,5,0,2,3,1,2.0,0,0,34
38.0,4.6,23.351489,85.324253,23.431489,85.404253,5,3,2,1,1,0.0,0,0,25
30.0,4.7,17.428294,78.404423,17.558294,78.534423,3,1,1,0,3,1.0,0,0,22
30.0,4.7,30.366322,78.070453,30.396322,78.100453,0,3,0,2,2,1.0,0,0,26
29.0,4.7,19.121999,72.908493,19.231999,73.018493,0,3,2,2,3,0.0,0,2,26
39.0,3.8,21.173343,72.792731,21.283343,72.902731,2,1,2,0,3,1.0,0,0,44
30.0,4.7,0.0,0.0,0.02,0.02,2,2,0,3,2,1.0,0,2,23
34.0,4.7,19.055831,72.833984,19.125831,72.903984,3,2,0,3,2,0.0,0,0,21
34.0,4.9,11.006686,76.951736,11.016686,76.961736,5,2,2,3,3,1.0,0,0,29
31.0,4.1,23.359194,85.325447,23.419194,85.385447,0,1,2,0,1,2.0,0,0,37
35.0,4.9,22.753659,75.903365,22.783659,75.933365,0,1,0,0,2,1.0,0,0,34
35.0,4.2,11.000762,76.981876,11.040762,77.021876,3,3,1,1,3,1.0,0,0,32
31.0,4.6,19.003517,72.82765,19.013517,72.83765,1,2,1,2,3,1.0,0,0,17
23.0,4.6,12.321214,76.621094,12.361214,76.661094,1,3,1,3,2,0.0,0,2,14
30.0,3.8,18.516216,73.842527,18.626216,73.952527,5,1,1,3,3,1.0,0,0,33
25.0,4.9,19.176269,72.836721,19.306269,72.966721,5,1,1,3,3,0.0,0,0,23
20.0,4.9,12.297954,76.665169,12.387954,76.755169,4,2,2,0,2,0.0,0,0,25
34.0,5.0,0.0,0.0,0.05,0.05,3,2,1,2,3,1.0,0,2,24
33.0,5.0,21.157729,72.768726,21.167729,72.778726,4,2,1,1,3,0.0,0,2,13
26.0,2.8,17.438263,78.397865,17.568263,78.527865,4,2,2,0,2,0.0,0,0,43
15.0,1.0,11.026117,76.944652,11.046117,76.964652,1,2,3,3,3,1.0,0,0,19
22.0,4.7,0.0,0.0,0.02,0.02,1,0,0,3,2,1.0,0,0,22
25.0,4.7,18.592718,73.773572,18.612718,73.793572,2,2,2,1,2,0.0,0,2,16
30.0,4.7,12.935662,77.61413,12.965662,77.64413,0,1,0,0,2,1.0,0,0,33
20.0,4.9,23.359194,85.325447,23.429194,85.395447,4,2,1,2,3,0.0,0,0,28
37.0,4.8,12.933298,77.614293,12.953298,77.634293,2,2,2,0,1,0.0,0,0,26
29.0,4.9,0.0,0.0,0.01,0.01,1,2,0,3,2,1.0,0,0,20
35.0,4.6,12.986047,80.218114,13.006047,80.238114,1,2,2,1,1,1.0,0,2,16
23.0,4.8,12.98041,77.640489,13.07041,77.730489,4,1,2,2,2,1.0,0,0,23
31.0,4.0,22.307898,73.167788,22.367898,73.227788,3,1,0,1,2,1.0,0,0,36
30.0,4.7,12.972793,80.249982,13.082793,80.359982,0,3,2,0,3,1.0,0,0,33
22.0,4.5,12.970221,77.645396,13.000221,77.675396,1,1,0,2,2,1.0,0,0,26
26.0,4.5,15.516833,73.768172,15.576833,73.828172,2,1,1,3,3,1.0,0,0,26
39.0,4.7,12.972793,80.249982,13.042793,80.319982,3,2,0,1,2,1.0,0,0,27
22.0,4.8,12.323994,76.626167,12.333994,76.636167,4,2,2,2,1,1.0,0,2,20
39.0,4.9,0.0,0.0,0.01,0.01,4,2,2,0,1,0.0,0,0,16
24.0,5.0,12.935662,77.61413,12.945662,77.62413,2,2,1,1,2,0.0,0,0,14
33.0,4.7,0.0,0.0,0.05,0.05,0,1,1,1,2,1.0,0,0,25
24.0,4.0,13.045479,80.23311,13.065479,80.25311,2,2,0,2,2,0.0,0,0,21
20.0,4.9,21.149569,72.772697,21.259569,72.882697,0,2,1,1,2,0.0,0,2,21
34.0,4.9,26.849596,75.800512,26.979596,75.930512,0,2,0,1,2,1.0,0,0,39
38.0,4.5,0.0,0.0,0.06,0.06,4,1,0,1,2,0.0,0,0,26
21.0,4.8,12.979096,77.640625,13.049096,77.710625,2,1,2,0,3,1.0,0,0,23
24.0,4.8,19.875016,75.322405,19.905016,75.352405,1,2,2,3,1,0.0,0,0,11
38.0,4.4,22.311603,73.165012,22.391603,73.245012,1,3,1,3,3,0.0,0,2,42
34.0,4.0,17.438263,78.397865,17.498263,78.457865,1,3,0,0,2,1.0,0,0,33
38.0,4.1,21.186438,72.794115,21.196438,72.804115,3,2,0,2,2,1.0,0,0,34
34.0,5.0,0.0,0.0,0.08,0.08,0,3,2,3,3,0.0,0,0,42
30.0,4.7,12.975996,80.221898,13.035996,80.281898,3,1,0,2,2,0.0,0,0,48
39.0,4.1,23.359033,85.325347,23.369033,85.335347,2,0,0,1,2,1.0,0,1,46
37.0,5.0,12.3085,76.665808,12.4185,76.775808,0,2,0,0,2,1.0,0,0,43
37.0,4.7,22.745049,75.892471,22.755049,75.902471,1,2,0,3,2,1.0,0,0,23
30.0,4.6,12.3085,76.665808,12.3985,76.755808,2,1,0,1,2,1.0,0,0,36
31.0,4.9,13.02978,80.208812,13.04978,80.228812,2,0,0,3,2,0.0,0,2,37
30.0,4.7,-26.911927,75.797282,26.961927,75.847282,0,1,1,1,2,1.0,0,2,20
30.0,4.7,-13.045479,-80.23311,13.105479,80.29311,1,2,3,3,2,1.0,0,0,21
37.0,4.6,12.323225,76.630028,12.353225,76.660028,0,3,2,0,1,1.0,0,2,16
20.0,4.9,12.352058,76.60665,12.372058,76.62665,2,0,0,2,2,1.0,0,0,35
39.0,5.0,25.45235,81.841889,25.51235,81.901889,4,1,1,3,2,1.0,0,0,21
33.0,4.9,12.323978,76.627961,12.373978,76.677961,5,1,0,2,2,2.0,0,0,41
26.0,4.9,19.091458,72.827808,19.101458,72.837808,2,0,2,2,2,1.0,0,0,22
30.0,4.7,13.054347,80.257221,13.084347,80.287221,5,2,1,1,2,0.0,0,0,11
29.0,4.7,17.424114,78.347554,17.454114,78.377554,5,3,2,2,3,1.0,0,0,21
35.0,4.3,22.569367,88.433187,22.619367,88.483187,2,3,2,3,3,1.0,0,2,32
36.0,4.2,17.424114,78.347554,17.504114,78.427554,5,1,0,0,2,2.0,0,0,42
22.0,4.6,12.323994,76.626167,12.343994,76.646167,0,2,0,1,2,1.0,0,0,21
33.0,4.6,22.547186,88.35068,22.657186,88.46068,5,3,2,0,1,1.0,0,0,30
27.0,4.5,22.310329,73.169083,22.420329,73.279083,3,3,1,2,2,0.0,0,2,16
22.0,4.1,18.927584,72.832585,18.997584,72.902585,0,1,1,0,3,1.0,0,0,44
35.0,4.5,12.934365,77.616155,12.974365,77.656155,3,3,0,2,2,1.0,0,2,28
24.0,4.8,30.892978,75.821847,30.932978,75.861847,5,0,1,2,3,0.0,0,2,18
37.0,4.7,23.357804,85.325146,23.397804,85.365146,1,3,1,3,3,0.0,0,0,17
22.0,5.0,13.086438,80.220672,13.166438,80.300672,3,1,0,1,2,1.0,0,0,25
23.0,3.5,18.994237,72.825553,19.104237,72.935553,4,2,2,1,3,1.0,0,0,41
31.0,4.6,26.846156,75.8023,26.876156,75.8323,1,1,0,0,2,1.0,0,0,32
25.0,4.7,0.0,0.0,0.03,0.03,2,1,0,0,2,0.0,0,0,17
31.0,4.8,11.001852,76.976268,11.021852,76.996268,0,0,0,3,2,1.0,0,0,30
30.0,4.7,22.751234,75.88949,22.861234,75.99949,0,1,0,0,2,0.0,0,0,40
32.0,4.7,22.744648,75.894377,22.874648,76.024377,2,3,0,3,2,0.0,0,0,40
26.0,4.7,23.357804,85.325146,23.387804,85.355146,0,1,0,0,2,0.0,0,0,25
20.0,4.8,12.934365,77.616155,12.974365,77.656155,1,3,1,3,2,0.0,0,0,17
34.0,4.7,22.311844,73.165081,22.401844,73.255081,4,1,1,0,2,1.0,0,0,20
34.0,4.9,21.185047,72.80859,21.265047,72.88859,2,2,0,0,2,0.0,0,0,20
25.0,4.9,26.846156,75.8023,26.866156,75.8223,0,2,1,3,2,1.0,0,2,18
32.0,4.9,10.96185,76.971082,10.99185,77.001082,4,2,1,3,2,1.0,0,0,15
34.0,4.6,26.766536,75.837333,26.816536,75.887333,0,3,0,0,2,0.0,0,0,28
36.0,4.6,12.323978,76.627961,12.433978,76.737961,4,2,0,0,2,1.0,0,0,24
29.0,4.6,23.333017,85.3172,23.403017,85.3872,5,2,0,1,2,1.0,0,2,16
31.0,4.8,0.0,0.0,0.08,0.08,1,1,1,1,2,3.0,0,0,48
28.0,5.0,17.41233,78.449654,17.52233,78.559654,1,2,2,3,2,1.0,0,0,20
37.0,4.1,18.927584,72.832585,18.987584,72.892585,5,2,0,0,2,1.0,0,2,21
26.0,4.7,17.424114,78.347554,17.534114,78.457554,3,3,2,1,3,1.0,0,0,17
33.0,5.0,23.351489,85.324253,23.361489,85.334253,1,0,1,3,2,2.0,0,0,38
30.0,4.7,12.906229,77.596791,12.986229,77.676791,3,2,2,0,3,0.0,0,0,24
20.0,2.6,21.170798,72.790489,21.250798,72.870489,4,2,2,3,3,1.0,0,2,34
33.0,4.8,23.374989,85.335486,23.394989,85.355486,5,2,2,2,3,1.0,0,0,20
29.0,4.3,18.520016,73.830547,18.590016,73.900547,1,1,1,2,2,1.0,0,0,34
33.0,4.4,17.431668,78.408321,17.501668,78.478321,0,3,1,2,3,1.0,1,0,44
21.0,4.3,11.022169,76.999594,11.092169,77.069594,2,1,0,2,2,0.0,0,0,33
35.0,4.8,22.732225,75.874765,22.862225,76.004765,2,3,0,0,2,3.0,1,0,49
34.0,4.6,19.065838,72.832658,19.155838,72.922658,0,3,2,2,2,3.0,1,0,44
22.0,4.8,0.0,0.0,0.06,0.06,1,3,1,0,3,0.0,0,0,16
35.0,4.9,18.927584,72.832585,18.957584,72.862585,5,3,0,0,2,1.0,0,0,27
26.0,5.0,22.725748,75.898497,22.855747,76.028497,4,3,0,1,2,1.0,0,0,27
22.0,4.8,11.021278,76.995017,11.091278,77.065017,0,3,0,0,2,1.0,0,0,34
21.0,4.7,22.569358,88.433452,22.629358,88.493452,0,1,1,3,2,1.0,0,0,29
30.0,4.8,26.766536,75.837333,26.876536,75.947333,4,1,1,0,2,1.0,0,0,21
34.0,4.1,21.173493,72.801953,21.213493,72.841953,2,0,0,2,2,1.0,0,0,34
28.0,4.8,10.994136,76.963303,11.064136,77.033303,1,2,1,0,3,0.0,0,0,24
25.0,4.6,23.359033,85.325347,23.399033,85.365347,1,3,2,2,2,1.0,0,0,13
29.0,4.6,17.450851,78.379347,17.460851,78.389347,4,2,0,0,2,0.0,0,2,10
